Nr registo;Substancia Ativa;Nome do medicamento;Forma farmacêeutica;Dosagem;Unit;Tamanho da embalagem;Unidade(s);CNPEM;Preçco;Comerc.;Generico;;;;;
5091210;Anastrozol;Anastrozol Generis;Comprimido revestido por película;1;mg;30;unidade(s);50002430;38.08;Comercializado;True;;;;;
5077706;Anastrozol;Anastrozol Mylan;Comprimido revestido por película;1;mg;30;unidade(s);50002430;38.08;Comercializado;True;;;;;
5632575;Aripiprazol;Aripiprazol Tetrafarma;Comprimido;10;mg;28;unidade(s);50102168;47.52;Comercializado;True;;;;;
5257050;Pantoprazol;Pantoprazol Bluefish;Comprimido gastrorresistente;20;mg;60;unidade(s);50019830;24.42;False comercializado;True;;;;;
5589874;Pramipexol;Oprymea;Comprimido de libertação prolongada;0.26;mg;90;unidade(s);50142410;24.45;False comercializado;True;;;;;
5073911;Ropinirol;Requip LP;Comprimido de libertação prolongada;2;mg;84;unidade(s);50048864;24.46;False comercializado;False;;;;;
5581541;Buprenorfina;Ramatrix;Sistema transdérmico;52.5;µg/h;5;unidade(s);50134779;38.99;Comercializado;False;;;;;
5216445;Valaciclovir;Valaciclovir Ocram;Comprimido revestido por película;1000;mg;21;unidade(s);50023977;24.57;False comercializado;True;;;;;
2572980;Zolmitriptano;Zomig;Comprimido revestido por película;5;mg;6;unidade(s);50018604;32.84;Comercializado;False;;;;;
5010822;Tramadol;Gelotralib;Cápsula de libertação prolongada;200;mg;60;unidade(s);50016849;24.60;Comercializado;False;;;;;
3533080;Lansoprazol;Lansoprazol Lansox 30 mg Cápsulas Duras Gastrorresistentes;Cápsula gastrorresistente;30;mg;56;unidade(s);50000853;26.44;False comercializado;True;;;;;
3533098;Lansoprazol;Lansoprazol Lansox 30 mg Cápsulas Duras Gastrorresistentes;Cápsula gastrorresistente;30;mg;56;unidade(s);50000853;26.44;False comercializado;True;;;;;
5436571;Metilfenidato;Quasym;Cápsula de libertação modificada;20;mg;30;unidade(s);50031228;24.61;False comercializado;False;;;;;
5139324;Ramipril;Ramipril Daquimed;Comprimido;10;mg;60;unidade(s);50028359;24.61;False comercializado;True;;;;;
9549287;Ranitidina;Gastridina 300;Comprimido revestido por película;300;mg;60;unidade(s);50004000;31.07;False comercializado;False;;;;;
5692702;Ivabradina;Ivabradina Bluepharma;Comprimido revestido por película;7.5;mg;56;unidade(s);50108131;24.62;False comercializado;True;;;;;
5585187;Ranitidina;Zantac;Comprimido revestido por película;300;mg;60;unidade(s);50004000;31.07;Temporariamente indisponível;False;;;;;
3974581;Dexametasona;Oradexon;Solução injetável;5;mg/ml;10;unidade(s) - 1 ml;50081497;24.65;Comercializado;False;;;;;
5252788;Rasagilina;Azilect;Comprimido;1;mg;10;unidade(s);50106279;37.10;Comercializado;False;;;;;
5568118;Nepafenac;Nevanac;Colírio. suspensão;3;mg/ml;1;unidade(s) - 3 ml;50136615;24.68;Comercializado;False;;;;;
4518098;Nabumetona;Elitar;Comprimido revestido;500;mg;120;unidade(s);50078089;24.69;False comercializado;False;;;;;
3391984;Levetiracetam;Keppra;Comprimido revestido por película;500;mg;60;unidade(s);50027778;38.78;Comercializado;False;;;;;
4460283;Zolmitriptano;Zomig Rapimelt;Comprimido orodispersível;5;mg;6;unidade(s);50038222;32.96;Comercializado;False;;;;;
5091301;Anastrozol;Anastrozol Actavis;Comprimido revestido por película;1;mg;20;unidade(s);50002422;24.70;False comercializado;True;;;;;
5114749;Anastrozol;Anastrozol Azevedos;Comprimido revestido por película;1;mg;20;unidade(s);50002422;24.70;Temporariamente indisponível;True;;;;;
5065636;Anastrozol;Anastrozol Farmoz;Comprimido revestido por película;1;mg;20;unidade(s);50002422;24.70;False comercializado;True;;;;;
5256458;Anastrozol;Anastrozol Germed;Comprimido revestido por película;1;mg;20;unidade(s);50002422;24.70;False comercializado;True;;;;;
2512085;Lercanidipina;Zanicor;Comprimido revestido por película;10;mg;100;unidade(s);50011030;24.70;False comercializado;False;;;;;
5723473;Dutasterida;Dutasterida Aristo;Cápsula mole;0.5;mg;60;unidade(s);50104276;24.71;False comercializado;True;;;;;
3437589;Lutropina alfa;Luveris;Pó e solvente para solução injetável;75;U.I./1 ml;1;unidade(s) - 1 ml;50098160;39.26;Comercializado;False;;;;;
2986487;Leflunomida;Arava;Comprimido revestido por película;10;mg;30;unidade(s);50024515;36.69;Comercializado;False;;;;;
5694773;Adapaleno + Peróxido de benzoílo;Epiduo;Gel;3;mg/g + 25 mg/g;1;unidade(s) - 30 g;50163361;24.87;False comercializado;False;;;;;
5394549;Tibolona;Tibolona Zentiva;Comprimido;2.5;mg;84;unidade(s);50011782;24.91;False comercializado;True;;;;;
8583955;Aciclovir;Zov 800;Comprimido;800;mg;20;unidade(s);50005278;24.91;False comercializado;False;;;;;
4641981;Aciclovir;Zovirax;Comprimido;200;mg;50;unidade(s);50000322;24.91;False comercializado;False;;;;;
5713433;Buprenorfina;Buprenorfina ratiopharm;Adesivo transdérmico;70;µg/h;5;unidade(s);50134868;24.94;False comercializado;True;;;;;
5247341;Galantamina;Galantamina Aristo;Comprimido revestido por película;12;mg;28;unidade(s);50048970;24.94;False comercializado;True;;;;;
5225917;Escitalopram;Escitalopram Phagecon;Comprimido revestido por película;20;mg;56;unidade(s);50036378;24.95;False comercializado;True;;;;;
4849287;Fluconazol;Fluconazol ToLife;Cápsula;200;mg;7;unidade(s);50006789;24.97;False comercializado;True;;;;;
5557301;Vareniclina;Champix;Comprimido revestido por película;(0.5;mg) + (1 mg);25;unidade(s);50111809;39.70;Comercializado;False;;;;;
5159363;Risperidona;Risperidona Baldacci;Solução oral;1;mg/ml;1;unidade(s) - 100 ml;50014986;25.01;False comercializado;True;;;;;
5696687;Risperidona;Risperidona Sandoz;Solução oral;1;mg/ml;1;unidade(s) - 100 ml;50014986;25.01;False comercializado;True;;;;;
5070941;Risperidona;Risperidona toLife;Solução oral;1;mg/ml;1;unidade(s) - 100 ml;50014986;25.01;False comercializado;True;;;;;
5722749;Amlodipina + Olmesartan medoxomilo;Amlodipina + Olmesartan medoxomilo Krka;Comprimido revestido por película;10;mg + 40 mg;56;unidade(s);50115979;25.03;False comercializado;True;;;;;
5718721;Amlodipina + Olmesartan medoxomilo;Amlodipina + Olmesartan medoxomilo toLife;Comprimido revestido por película;10;mg + 40 mg;56;unidade(s);50115979;25.03;False comercializado;True;;;;;
2505386;Fentanilo;Durogesic;Sistema transdérmico;50;µg/h;5;unidade(s);50007440;31.80;Comercializado;False;;;;;
5068630;Olanzapina;Olanzapina Germed;Comprimido revestido;2.5;mg;60;unidade(s);50046950;25.08;False comercializado;True;;;;;
5380175;Galantamina;Galantamina Galema SR;Cápsula de libertação prolongada;8;mg;28;unidade(s);50041649;25.09;False comercializado;True;;;;;
5380316;Galantamina;Galantamina Galema SR;Cápsula de libertação prolongada;8;mg;28;unidade(s);50041649;25.09;False comercializado;True;;;;;
5380233;Galantamina;Galantamina Generis;Cápsula de libertação prolongada;8;mg;28;unidade(s);50041649;25.09;False comercializado;True;;;;;
5339650;Galantamina;Galantamina Krka;Cápsula de libertação prolongada;8;mg;28;unidade(s);50041649;25.09;False comercializado;True;;;;;
5413976;Galantamina;Galantamina Mylan;Cápsula de libertação prolongada;8;mg;28;unidade(s);50041649;25.09;False comercializado;True;;;;;
5637673;Pregabalina;Pregabalina Alter;Cápsula;100;mg;56;unidade(s);50150960;25.09;False comercializado;True;;;;;
5637814;Pregabalina;Pregabalina Gática;Cápsula;100;mg;56;unidade(s);50150960;25.09;False comercializado;True;;;;;
5635909;Pregabalina;Pregabalina Generis;Cápsula;100;mg;56;unidade(s) - 100 mg;50150960;25.09;False comercializado;True;;;;;
5085840;Galantamina;Galantamina Azevedos;Comprimido revestido por película;4;mg;56;unidade(s);50025872;25.10;False comercializado;True;;;;;
5618962;Metotrexato;Metex PEN;Solução injetável em caneta pré-cheia;22.5;mg/0.45 ml;1;unidade(s) - .45 ml;50148540;25.11;False comercializado;False;;;;;
5253802;Tacrolímus;Adoport;Cápsula;0.5;mg;30;unidade(s);50025406;25.13;Comercializado;True;;;;;
5469705;Escitalopram;Escitalopram Heipram;Comprimido revestido por película;15;mg;56;unidade(s);50036351;25.15;False comercializado;True;;;;;
5257175;Pantoprazol;Pantoprazol Bluefish;Comprimido gastrorresistente;40;mg;30;unidade(s);50002317;25.21;False comercializado;True;;;;;
5609383;Atomoxetina;Strattera;Cápsula;60;mg;7;unidade(s);50110551;25.22;Comercializado;False;;;;;
5339080;Omeprazol;Omeprazol Goibela;Cápsula gastrorresistente;20;mg;60;unidade(s);50008714;25.23;False comercializado;True;;;;;
5283106;Omeprazol;Omeprazol Krka;Cápsula gastrorresistente;20;mg;60;unidade(s);50008714;25.23;False comercializado;True;;;;;
5570478;Bicalutamida;Bicalutamida Fair-Med;Comprimido revestido por película;50;mg;30;unidade(s);50018868;25.29;False comercializado;True;;;;;
5166350;Citalopram;Zitolex;Comprimido revestido por película;40;mg;60;unidade(s);50036530;25.34;False comercializado;True;;;;;
5061221;Vildagliptina;Galvus;Comprimido;50;mg;28;unidade(s);50113763;25.36;False comercializado;False;;;;;
5433859;Levetiracetam;Levetiracetam Mepha;Solução oral;100;mg/ml;1;unidade(s) - 300 ml;50037536;37.48;Comercializado;True;;;;;
5436704;Levetiracetam;Levetiracetam ratiopharm;Solução oral;100;mg/ml;1;unidade(s) - 300 ml;50037536;37.48;Comercializado;True;;;;;
5643929;Vacina contra o meningococo;Menjugate;Suspensão injetável;10;µg/0.5 ml+12.5-25 µg/0.5 ml;1;unidade(s) - .5 ml;50168274;25.36;Comercializado;False;;;;;
5361886;Vacina contra o meningococo;Menjugate Kit;Pó e veículo para suspensão injetável;10;µg/0.5 ml+12.5-25 µg/0.5 ml;1;unidade(s) - .5 ml;50132628;25.36;False comercializado;False;;;;;
5220868;Valaciclovir;Valaciclovir Arpedex;Comprimido revestido por película;250;mg;60;unidade(s);50023934;25.37;False comercializado;True;;;;;
5206339;Valaciclovir;Valaciclovir Biofarmoz;Comprimido revestido por película;250;mg;60;unidade(s);50023934;25.37;False comercializado;True;;;;;
5216379;Valaciclovir;Valaciclovir Ocram;Comprimido revestido por película;250;mg;60;unidade(s);50023934;25.37;False comercializado;True;;;;;
5221064;Valaciclovir;Valaciclovir Pentafarma;Comprimido revestido por película;250;mg;60;unidade(s);50023934;25.37;False comercializado;True;;;;;
5220967;Valaciclovir;Valaciclovir Tetrafarma;Comprimido revestido por película;250;mg;60;unidade(s);50023934;25.37;False comercializado;True;;;;;
5393913;Entacapona;Entacapona Mylan;Comprimido revestido por película;200;mg;60;unidade(s);50006150;25.38;False comercializado;True;;;;;
5393939;Entacapona;Entacapona Mylan;Comprimido revestido por película;200;mg;60;unidade(s);50006150;25.38;False comercializado;True;;;;;
5492459;Memantina;Memantina Alter;Comprimido revestido por película;20;mg;14;unidade(s);50051911;25.38;False comercializado;True;;;;;
5552450;Memantina;Memantina Aluzime;Comprimido revestido por película;20;mg;14;unidade(s);50051911;25.38;False comercializado;True;;;;;
5492277;Memantina;Memantina Farmoz;Comprimido revestido por película;20;mg;14;unidade(s);50051911;25.38;False comercializado;True;;;;;
5492772;Memantina;Memantina Generis;Comprimido revestido por película;20;mg;14;unidade(s);50051911;25.38;False comercializado;True;;;;;
5492202;Memantina;Memantina GP;Comprimido revestido por película;20;mg;14;unidade(s);50051911;25.38;False comercializado;True;;;;;
5493044;Memantina;Memantina Jaba;Comprimido revestido por película;20;mg;14;unidade(s);50051911;25.38;False comercializado;True;;;;;
5473764;Memantina;Memantina Krka;Comprimido revestido por película;20;mg;14;unidade(s);50051911;25.38;False comercializado;True;;;;;
5492368;Memantina;Memantina Pentafarma;Comprimido revestido por película;20;mg;14;unidade(s);50051911;25.38;False comercializado;True;;;;;
5474861;Memantina;Memantina Pharmacons;Comprimido revestido por película;20;mg;14;unidade(s);50051911;25.38;False comercializado;True;;;;;
5492954;Memantina;Memantina Rasec;Comprimido revestido por película;20;mg;14;unidade(s);50051911;25.38;False comercializado;True;;;;;
5492707;Memantina;Memantina Zentiva;Comprimido revestido por película;20;mg;14;unidade(s);50051911;25.38;False comercializado;True;;;;;
5382809;Perindopril + Indapamida;Perindopril + Indapamida Mylan;Comprimido revestido por película;2.5;mg + 0.625 mg;60;unidade(s);50133497;25.38;False comercializado;True;;;;;
5624366;Lisados polibacterianos;Paspat Oral (IP);Comprimido;3;mg;56;unidade(s);50150898;25.39;Comercializado;False;;;;;
8617571;Morfina;MST;Comprimido de libertação prolongada;100;mg;30;unidade(s);50012819;40.35;Comercializado;False;;;;;
4280681;Dutasterida;Avodart;Cápsula mole;0.5;mg;30;unidade(s);50104241;25.45;False comercializado;False;;;;;
4280889;Dutasterida;Duagen;Cápsula mole;0.5;mg;30;unidade(s);50104241;25.45;False comercializado;False;;;;;
5392147;Atorvastatina;Atorvastatina Aristo;Comprimido revestido por película;20;mg;60;unidade(s);50018116;25.47;False comercializado;True;;;;;
5069505;Atorvastatina;Atorvastatina Farmoz;Comprimido revestido por película;20;mg;60;unidade(s);50018116;25.47;False comercializado;True;;;;;
5069240;Atorvastatina;Atorvastatina Ocram;Comprimido revestido por película;20;mg;60;unidade(s);50018116;25.47;False comercializado;True;;;;;
5671128;Buprenorfina;Buprenorfina ratiopharm;Adesivo transdérmico;35;µg/h;10;unidade(s);50134590;25.47;False comercializado;True;;;;;
5317953;Candesartan + Hidroclorotiazida;Candesartan + Hidroclorotiazida Farmoz;Comprimido;8;mg + 12.5 mg;60;unidade(s);50019473;25.47;False comercializado;True;;;;;
5381033;Atorvastatina;Divastina;Comprimido revestido por película;20;mg;60;unidade(s);50018116;25.47;False comercializado;True;;;;;
5693106;Ivabradina;Ivabradina Alter;Comprimido;5;mg;56;unidade(s);50108107;25.50;False comercializado;True;;;;;
5711379;Ivabradina;Ivabradina Ciclum;Comprimido revestido por película;5;mg;56;unidade(s);50108107;25.50;False comercializado;True;;;;;
5693130;Ivabradina;Ivabradina Mecinam;Comprimido;5;mg;56;unidade(s);50108107;25.50;False comercializado;True;;;;;
5697065;Ivabradina;Ivabradina Mylan;Comprimido revestido por película;5;mg;56;unidade(s);50108107;25.50;False comercializado;True;;;;;
5699426;Ivabradina;Ivabradina toLife;Comprimido revestido por película;5;mg;56;unidade(s);50108107;25.50;False comercializado;True;;;;;
5693569;Ivabradina;Ivabradina Xebrava;Comprimido;5;mg;56;unidade(s);50108107;25.50;False comercializado;True;;;;;
5631262;Pregabalina;Pregabalina Kipa;Cápsula;100;mg;56;unidade(s);50150960;25.50;False comercializado;True;;;;;
5562954;Perindopril + Amlodipina;Coveram;Comprimido;5;mg + 10 mg;60;unidade(s);50122185;25.51;False comercializado;False;;;;;
5744289;Dutasterida;Avodart;Cápsula mole;0.5;mg;60;unidade(s);50104276;32.57;Comercializado;False;;;;;
3958386;Brivudina;Bridic;Comprimido;125;mg;7;unidade(s);50102001;82.34;Comercializado;False;;;;;
5758081;Dutasterida;Duagen;Cápsula mole;0.5;mg;60;unidade(s);50104276;32.57;Comercializado;False;;;;;
5256532;Letrozol;Letrozol Aurovitas;Comprimido revestido por película;2.5;mg;30;unidade(s);50008102;41.53;Comercializado;True;;;;;
3281789;Dalteparina sódica;Fragmin;Solução injetável;7500;U.I./0.3 ml;5;unidade(s) - .3 ml;50094750;25.60;False comercializado;False;;;;;
5258660;Letrozol;Letrozol Germed;Comprimido revestido por película;2.5;mg;30;unidade(s);50008102;41.58;Temporariamente indisponível;True;;;;;
5298872;Ondansetrom;Ondansetrom Germed;Comprimido orodispersível;4;mg;30;unidade(s);50055216;40.66;Comercializado;True;;;;;
5724570;Vardenafil;Vardenafil toLife;Comprimido orodispersível;10;mg;8;unidade(s);50121561;25.65;False comercializado;True;;;;;
4621082;Clozapina;Leponex;Comprimido;100;mg;60;unidade(s);50006045;25.67;False comercializado;False;;;;;
5704713;Ácido acetilsalicílico + Atorvastatina + Ramipril;Trinomia;Cápsula;100;mg + 40 mg + 10 mg;28;unidade(s);50165682;25.67;False comercializado;False;;;;;
4540894;Nitrendipina;Hiperdipina;Comprimido;20;mg;90;unidade(s);50075861;25.70;False comercializado;False;;;;;
5211628;Cefditoreno;Meiact;Comprimido revestido por película;200;mg;16;unidade(s);50108638;25.70;False comercializado;False;;;;;
5345913;Tacrolímus;Prograf;Cápsula;0.5;mg;30;unidade(s);50025406;25.73;Comercializado;False;;;;;
5579172;Memantina;Memantina Aurovitas;Comprimido revestido por película;10;mg;56;unidade(s);50032917;25.76;False comercializado;True;;;;;
4512091;Clozapina;Ozapim;Comprimido;100;mg;60;unidade(s);50006045;25.78;Comercializado;False;;;;;
2965887;Valaciclovir;Valtrex;Comprimido revestido por película;500;mg;24;unidade(s);50023950;25.79;False comercializado;False;;;;;
5636147;Pregabalina;Pregabalina Generis;Cápsula;300;mg;56;unidade(s) - 300 mg;50105493;48.22;Comercializado;True;;;;;
5631569;Pregabalina;Pregabalina Kipa;Cápsula;300;mg;56;unidade(s);50105493;48.22;Comercializado;True;;;;;
5636154;Pregabalina;Pregabalina Pharmakern;Cápsula;300;mg;56;unidade(s);50105493;48.22;Comercializado;True;;;;;
5052840;Budesonida;Budesonida Farmoz;Pó para inalação;400;µg/dose;1;unidade(s) - 200 dose(s);50063308;25.81;False comercializado;True;;;;;
5052915;Budesonida;Budesonida Tecnicort;Pó para inalação;400;µg/dose;1;unidade(s) - 200 dose(s);50063308;25.81;False comercializado;True;;;;;
5070024;Vacina contra o meningococo;Meningitec;Suspensão injetável em seringa pré-cheia;10;µg/0.5 ml + 15 µg/0.5 ml;1;unidade(s) - .5 ml;50113879;25.81;Temporariamente indisponível;False;;;;;
5298864;Ondansetrom;Ondansetrom Germed;Comprimido orodispersível;4;mg;20;unidade(s);50026631;25.81;False comercializado;True;;;;;
3513280;Vacina pneumocócica poliosídica;Pneumovax 23;Solução injetável;#VALOR!;#VALOR!;1;unidade(s) - .5 ml;50099400;25.81;False comercializado;False;;;;;
5065370;Donepezilo;Donepezilo Germed;Comprimido revestido por película;5;mg;20;unidade(s);50045911;25.83;False comercializado;True;;;;;
5023965;Donepezilo;Donepezilo Lixben;Comprimido revestido por película;5;mg;20;unidade(s);50045911;25.83;False comercializado;True;;;;;
5035498;Omeprazol;Omeprazol Farmoz;Cápsula gastrorresistente;40;mg;60;unidade(s);50019082;25.86;False comercializado;False;;;;;
5627112;Ácido acetilsalicílico + Atorvastatina + Ramipril;Trinomia;Cápsula;100;mg + 20 mg + 5 mg;56;unidade(s);50150421;25.86;False comercializado;False;;;;;
5273016;Candesartan + Hidroclorotiazida;Candesartan + Hidroclorotiazida Germed;Comprimido;8;mg + 12.5 mg;98;unidade(s);50019481;25.90;False comercializado;True;;;;;
5693056;Ivabradina;Ivabradina Alter;Comprimido;7.5;mg;56;unidade(s);50108131;25.92;False comercializado;True;;;;;
5711312;Ivabradina;Ivabradina Ciclum;Comprimido revestido por película;7.5;mg;56;unidade(s);50108131;25.92;False comercializado;True;;;;;
5693163;Ivabradina;Ivabradina Mecinam;Comprimido;7.5;mg;56;unidade(s);50108131;25.92;False comercializado;True;;;;;
5697156;Ivabradina;Ivabradina Mylan;Comprimido revestido por película;7.5;mg;56;unidade(s);50108131;25.92;False comercializado;True;;;;;
5699434;Ivabradina;Ivabradina toLife;Comprimido revestido por película;7.5;mg;56;unidade(s);50108131;25.92;False comercializado;True;;;;;
5693619;Ivabradina;Ivabradina Xebrava;Comprimido;7.5;mg;56;unidade(s);50108131;25.92;False comercializado;True;;;;;
5562921;Perindopril + Amlodipina;Coveram;Comprimido;5;mg + 5 mg;60;unidade(s);50122177;25.93;False comercializado;False;;;;;
5370143;Drospirenona + Etinilestradiol;Arankelle;Comprimido revestido por película;3;mg + 0.02 mg;126;unidade(s);50050745;25.94;False comercializado;True;;;;;
5447867;Quetiapina;Quetiapina Azevedos;Comprimido de libertação prolongada;200;mg;30;unidade(s);50049658;25.94;False comercializado;True;;;;;
5447925;Quetiapina;Quetiapina Azevedos;Comprimido de libertação prolongada;200;mg;30;unidade(s);50049658;25.94;False comercializado;True;;;;;
5657739;Ciclobenzaprina;Miodia;Cápsula de libertação prolongada;30;mg;30;unidade(s);50155334;25.95;False comercializado;False;;;;;
5662952;Atorvastatina + Perindopril + Amlodipina;Stapressial;Comprimido revestido por película;40;mg + 10 mg + 10 mg;30;unidade(s);50156306;25.95;False comercializado;False;;;;;
5879085;Mesilato de di-hidroergocriptina;Striatal;Cápsula;5;mg;60;unidade(s);50098560;25.98;False comercializado;False;;;;;
5616347;Ofloxacina;Audret;Colírio. solução em recipiente unidose;1.5;mg/0.5 ml;120;unidade(s) - .5 ml;50146653;25.99;False comercializado;False;;;;;
5424270;Ofloxacina;Floxedol;Colírio. solução;1.5;mg/0.5 ml;120;unidade(s) - .5 ml;50059041;25.99;False comercializado;False;;;;;
3151487;Olanzapina;Zyprexa Velotab;Comprimido orodispersível;15;mg;28;unidade(s);50021370;63.48;Comercializado;False;;;;;
5170972;Irbesartan;Ifirmasta;Comprimido revestido por película;75;mg;84;unidade(s);50047086;26.01;False comercializado;True;;;;;
5615968;Perindopril + Indapamida + Amlodipina;Triplixam;Comprimido revestido por película;10;mg + 2.5 mg + 5 mg;60;unidade(s);50146173;26.01;False comercializado;False;;;;;
5372131;Paliperidona;Xeplion;   Suspensão injetável de libertação prolongada;75;mg;1;unidade(s);50122347;260.69;Comercializado;False;;;;;
2218998;Diltiazem;Etizem;Cápsula de libertação prolongada;300;mg;60;unidade(s);50007106;26.14;False comercializado;False;;;;;
5270327;Estradiol;Vagifem;Comprimido vaginal;0.010;mg;24;unidade(s);50120140;26.14;False comercializado;False;;;;;
5380027;Losartan + Hidroclorotiazida;Lorzida;Comprimido revestido por película;100;mg + 12.5 mg;56;unidade(s);50043188;26.16;False comercializado;True;;;;;
5665682;Aripiprazol;Abilify;Solução oral;1;mg/ml;1;unidade(s) - 150 ml;50111094;26.22;Comercializado;False;;;;;
5713771;Levetiracetam;Levetiracetam Aurovitas;Solução oral;100;mg/ml;1;unidade(s) - 300 ml;50037536;26.24;False comercializado;True;;;;;
5159744;Losartan + Hidroclorotiazida;Losartan + Hidroclorotiazida Tecnigen;Comprimido revestido por película;100;mg + 12.5 mg;60;unidade(s);50043188;26.27;False comercializado;True;;;;;
4574794;Aciclovir;Aciclovax;Pó para solução para perfusão;250;mg;3;unidade(s);50000144;26.29;False comercializado;False;;;;;
2478097;Aciclovir;Cicloviral;Comprimido;800;mg;25;unidade(s);50000349;37.87;Comercializado;False;;;;;
5260161;Oxicodona + Naloxona;Targin;Comprimido de libertação prolongada;20;mg + 10 mg;28;unidade(s);50137085;41.81;Comercializado;False;;;;;
2727980;Modafinil;Modiodal;Comprimido;100;mg;20;unidade(s);50012487;35.08;False comercializado;False;;;;;
5178231;Dapoxetina;Priligy;Comprimido revestido por película;60;mg;3;unidade(s);50116436;26.38;Comercializado;False;;;;;
5463930;Levetiracetam;Levetiracetam Tirbas;Comprimido revestido por película;1000;mg;20;unidade(s);50027700;26.39;False comercializado;True;;;;;
5098272;Risperidona;Neclav;Comprimido revestido por película;2;mg;60;unidade(s);50014927;26.39;False comercializado;False;;;;;
5724554;Vardenafil;Vardenafil toLife;Comprimido revestido por película;20;mg;4;unidade(s);50102494;26.39;False comercializado;True;;;;;
5387014;Sildenafil;Sildenafil Alter;Comprimido revestido por película;25;mg;8;unidade(s);50017519;26.40;False comercializado;True;;;;;
5387154;Sildenafil;Sildenafil Azevedos;Comprimido revestido por película;25;mg;8;unidade(s);50017519;26.40;False comercializado;True;;;;;
5450051;Sildenafil;Sildenafil Baldacci;Comprimido para mastigar;25;mg;8;unidade(s);50059556;26.40;False comercializado;True;;;;;
5204078;Sildenafil;Sildenafil Bluepharma;Comprimido revestido por película;25;mg;8;unidade(s);50017519;26.40;False comercializado;True;;;;;
5205133;Sildenafil;Sildenafil Farmoz;Comprimido revestido por película;25;mg;8;unidade(s);50017519;26.40;False comercializado;True;;;;;
5210455;Sildenafil;Sildenafil Generis;Comprimido revestido por película;25;mg;8;unidade(s);50017519;26.40;False comercializado;True;;;;;
5203716;Sildenafil;Sildenafil GP;Comprimido revestido por película;25;mg;8;unidade(s);50017519;26.40;False comercializado;True;;;;;
5203526;Sildenafil;Sildenafil Jaba;Comprimido revestido por película;25;mg;8;unidade(s);50017519;26.40;False comercializado;True;;;;;
5211255;Sildenafil;Sildenafil Krka;Comprimido revestido por película;25;mg;8;unidade(s);50017519;26.40;False comercializado;True;;;;;
5203146;Sildenafil;Sildenafil Pentafarma;Comprimido revestido por película;25;mg;8;unidade(s);50017519;26.40;False comercializado;True;;;;;
5387311;Sildenafil;Sildenafil Pharmakern;Comprimido revestido por película;25;mg;8;unidade(s);50017519;26.40;False comercializado;True;;;;;
5260229;Sildenafil;Sildenafil ratiopharm;Comprimido revestido por película;25;mg;8;unidade(s);50017519;26.40;False comercializado;True;;;;;
5202767;Sildenafil;Sildenafil toLife;Comprimido revestido por película;25;mg;8;unidade(s);50017519;26.40;False comercializado;True;;;;;
2576981;Lornoxicam;Acabel 4;Comprimido revestido por película;4;mg;250;unidade(s);50064100;26.41;False comercializado;False;;;;;
2808285;Lornoxicam;Bosporon;Comprimido revestido;4;mg;250;unidade(s);50064100;26.41;False comercializado;False;;;;;
5422340;Latanoprost + Timolol;Latanoprost + Timolol Mylan;Colírio. solução;0.05;mg/ml + 5 mg/ml;3;unidade(s) - 2.5 ml;50029614;26.44;False comercializado;True;;;;;
5449103;Quetiapina;Quetiapina Ratiopharm;Comprimido de libertação prolongada;400;mg;60;unidade(s);50049712;72.43;Comercializado;True;;;;;
4278495;Lansoprazol;Alexin;Cápsula gastrorresistente;60;mg;30;unidade(s);50034529;26.46;False comercializado;False;;;;;
4277299;Lansoprazol;Gastroliber;Cápsula gastrorresistente;60;mg;30;unidade(s);50034529;26.46;False comercializado;False;;;;;
4277893;Lansoprazol;Lansoprazol Farmoz;Cápsula gastrorresistente;60;mg;30;unidade(s);50034529;26.46;False comercializado;False;;;;;
3786787;Doxiciclina;Periostat;Comprimido revestido por película;20;mg;56;unidade(s);50100971;26.46;Comercializado;False;;;;;
4276697;Lansoprazol;Ulcertec;Cápsula gastrorresistente;60;mg;30;unidade(s);50034529;26.46;Temporariamente indisponível;False;;;;;
5691076;Rosuvastatina + Valsartan;Valarox;Comprimido revestido por película;20;mg + 80 mg;30;unidade(s);50162535;26.49;False comercializado;False;;;;;
5514187;Fluconazol;Fluconazol Cinfa 100 mg Cápsulas;Cápsula;100;mg;14;unidade(s);50006762;26.53;False comercializado;True;;;;;
5378419;Donepezilo;Donepezilo Eurogenus;Comprimido revestido por película;10;mg;56;unidade(s);50002414;26.55;False comercializado;True;;;;;
5447958;Quetiapina;Quetiapina Azevedos;Comprimido de libertação prolongada;300;mg;20;unidade(s);50049739;26.55;False comercializado;True;;;;;
5448014;Quetiapina;Quetiapina Azevedos;Comprimido de libertação prolongada;300;mg;20;unidade(s);50049739;26.55;False comercializado;True;;;;;
5050646;Aliscireno;Rasilez;Comprimido revestido por película;300;mg;28;unidade(s);50113950;26.55;False comercializado;False;;;;;
3388980;Tramadol;Travex Long 400 mg;Comprimido de libertação prolongada;400;mg;30;unidade(s);50023870;26.55;False comercializado;False;;;;;
5413059;Eplerenona;Eplerenona Pentafarma;Comprimido revestido por película;50;mg;30;unidade(s);50041398;26.60;Comercializado;True;;;;;
5592969;Candesartan + Hidroclorotiazida;Candesartan + Hidroclorotiazida Fresartir;Comprimido;32;mg + 25 mg;56;unidade(s);50052446;26.64;False comercializado;True;;;;;
4338380;Levetiracetam;Keppra;Solução oral;100;mg/ml;1;unidade(s) - 300 ml;50037536;38.78;Comercializado;False;;;;;
